area_km2,klc_id,klc_name,year,pa,area_loss
6508.771883720309,EAF_05,Simien Mountains,2009,inside,0
6508.771883720309,EAF_05,Simien Mountains,2009,outside,0
6508.771883720309,EAF_05,Simien Mountains,2010,total,0
6508.771883720309,EAF_05,Simien Mountains,2010,inside,0
6508.771883720309,EAF_05,Simien Mountains,2010,outside,0
6508.771883720309,EAF_05,Simien Mountains,2011,total,0
6508.771883720309,EAF_05,Simien Mountains,2011,inside,0
6508.771883720309,EAF_05,Simien Mountains,2011,outside,0
6508.771883720309,EAF_05,Simien Mountains,2012,total,0
6508.771883720309,EAF_05,Simien Mountains,2012,inside,0
6508.771883720309,EAF_05,Simien Mountains,2012,outside,0
6508.771883720309,EAF_05,Simien Mountains,2013,total,0.0017409050292968749
6508.771883720309,EAF_05,Simien Mountains,2013,inside,0.0017409050292968749
6508.771883720309,EAF_05,Simien Mountains,2013,outside,0
6508.771883720309,EAF_05,Simien Mountains,2014,total,0.001741214111328125
6508.771883720309,EAF_05,Simien Mountains,2014,inside,0
6508.771883720309,EAF_05,Simien Mountains,2014,outside,0.001741214111328125
6508.771883720309,EAF_05,Simien Mountains,2015,total,0
6508.771883720309,EAF_05,Simien Mountains,2015,inside,0
6508.771883720309,EAF_05,Simien Mountains,2015,outside,0
6508.771883720309,EAF_05,Simien Mountains,2016,total,0
6508.771883720309,EAF_05,Simien Mountains,2016,inside,0
6508.771883720309,EAF_05,Simien Mountains,2016,outside,0
6508.771883720309,EAF_05,Simien Mountains,2017,total,0
6508.771883720309,EAF_05,Simien Mountains,2017,inside,0
6508.771883720309,EAF_05,Simien Mountains,2017,outside,0
6508.771883720309,EAF_05,Simien Mountains,2018,total,0
6508.771883720309,EAF_05,Simien Mountains,2018,inside,0
6508.771883720309,EAF_05,Simien Mountains,2018,outside,0
6508.771883720309,EAF_05,Simien Mountains,2019,total,0
6508.771883720309,EAF_05,Simien Mountains,2019,inside,0
6508.771883720309,EAF_05,Simien Mountains,2019,outside,0
6508.771883720309,EAF_05,Simien Mountains,2020,total,0
6508.771883720309,EAF_05,Simien Mountains,2020,inside,0
6508.771883720309,EAF_05,Simien Mountains,2020,outside,0
15656.991398604492,EAF_09,Bale Mountains,2001,total,2.549571771484376
15656.991398604492,EAF_09,Bale Mountains,2001,inside,1.893074829938344
15656.991398604492,EAF_09,Bale Mountains,2001,outside,0.6564969415460322
15656.991398604492,EAF_09,Bale Mountains,2002,total,8.24534586260747
15656.991398604492,EAF_09,Bale Mountains,2002,inside,6.890744903323666
15656.991398604492,EAF_09,Bale Mountains,2002,outside,1.354600959283804
15656.991398604492,EAF_09,Bale Mountains,2003,total,9.62472303199416
15656.991398604492,EAF_09,Bale Mountains,2003,inside,7.52503717618409
15656.991398604492,EAF_09,Bale Mountains,2003,outside,2.09968585581007
15656.991398604492,EAF_09,Bale Mountains,2004,total,14.130460215791137
15656.991398604492,EAF_09,Bale Mountains,2004,inside,12.049561479758147
15656.991398604492,EAF_09,Bale Mountains,2004,outside,2.0808987360329905
15656.991398604492,EAF_09,Bale Mountains,2005,total,15.177955831599705
15656.991398604492,EAF_09,Bale Mountains,2005,inside,11.236370344869233
15656.991398604492,EAF_09,Bale Mountains,2005,outside,3.9415854867304727
15656.991398604492,EAF_09,Bale Mountains,2006,total,8.252113119846006
15656.991398604492,EAF_09,Bale Mountains,2006,inside,5.773423316349047
15656.991398604492,EAF_09,Bale Mountains,2006,outside,2.4786898034969598
15656.991398604492,EAF_09,Bale Mountains,2007,total,13.664208892164307
15656.991398604492,EAF_09,Bale Mountains,2007,inside,11.572776607771114
15656.991398604492,EAF_09,Bale Mountains,2007,outside,2.0914322843931927
15656.991398604492,EAF_09,Bale Mountains,2008,total,19.92350591376139
15656.991398604492,EAF_09,Bale Mountains,2008,inside,16.876974236023198
15656.991398604492,EAF_09,Bale Mountains,2008,outside,3.046531677738191
15656.991398604492,EAF_09,Bale Mountains,2009,total,8.282508308837896
15656.991398604492,EAF_09,Bale Mountains,2009,inside,6.768691172191906
15656.991398604492,EAF_09,Bale Mountains,2009,outside,1.51381713664599
15656.991398604492,EAF_09,Bale Mountains,2010,total,14.37687747448396
15656.991398604492,EAF_09,Bale Mountains,2010,inside,11.527106030981454
15656.991398604492,EAF_09,Bale Mountains,2010,outside,2.8497714435025063
15656.991398604492,EAF_09,Bale Mountains,2011,total,14.258289154030239
15656.991398604492,EAF_09,Bale Mountains,2011,inside,13.160869073358747
15656.991398604492,EAF_09,Bale Mountains,2011,outside,1.0974200806714922
15656.991398604492,EAF_09,Bale Mountains,2012,total,16.87230090368726
15656.991398604492,EAF_09,Bale Mountains,2012,inside,12.698517380747115
15656.991398604492,EAF_09,Bale Mountains,2012,outside,4.1737835229401465
15656.991398604492,EAF_09,Bale Mountains,2013,total,14.75871523399898
15656.991398604492,EAF_09,Bale Mountains,2013,inside,11.804934557367552
15656.991398604492,EAF_09,Bale Mountains,2013,outside,2.9537806766314283
15656.991398604492,EAF_09,Bale Mountains,2014,total,11.016918277317902
15656.991398604492,EAF_09,Bale Mountains,2014,inside,8.190192065532846
15656.991398604492,EAF_09,Bale Mountains,2014,outside,2.826726211785056
15656.991398604492,EAF_09,Bale Mountains,2015,total,0.23184912200927738
15656.991398604492,EAF_09,Bale Mountains,2015,inside,0.21675909887695313
15656.991398604492,EAF_09,Bale Mountains,2015,outside,0.015090023132324243
15656.991398604492,EAF_09,Bale Mountains,2016,total,12.76039380745635
15656.991398604492,EAF_09,Bale Mountains,2016,inside,11.416106772527014
15656.991398604492,EAF_09,Bale Mountains,2016,outside,1.3442870349293354
15656.991398604492,EAF_09,Bale Mountains,2017,total,28.833276301115102
15656.991398604492,EAF_09,Bale Mountains,2017,inside,22.492306498359415
15656.991398604492,EAF_09,Bale Mountains,2017,outside,6.340969802755687
15656.991398604492,EAF_09,Bale Mountains,2018,total,12.047992047074638
15656.991398604492,EAF_09,Bale Mountains,2018,inside,9.756757182661477
15656.991398604492,EAF_09,Bale Mountains,2018,outside,2.291234864413161
15656.991398604492,EAF_09,Bale Mountains,2019,total,20.452875764278417
15656.991398604492,EAF_09,Bale Mountains,2019,inside,17.18998477204711
15656.991398604492,EAF_09,Bale Mountains,2019,outside,3.2628909922313056
15656.991398604492,EAF_09,Bale Mountains,2020,total,20.5691120804276
15656.991398604492,EAF_09,Bale Mountains,2020,inside,17.532005928960356
15656.991398604492,EAF_09,Bale Mountains,2020,outside,3.0371061514672455
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2001,total,3.6822883301750564
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2001,inside,2.004519972302016
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2001,outside,1.6777683578730405
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2002,total,1.2041766531372087
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2002,inside,0.5173635926597455
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2002,outside,0.6868130604774632
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2003,total,3.218679758544927
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2003,inside,1.0988084353565857
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2003,outside,2.1198713231883417
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2004,total,3.0453123286132815
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2004,inside,1.3055330194955848
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2004,outside,1.7397793091176967
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2005,total,6.638809272516925
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2005,inside,2.974223966912951
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2005,outside,3.664585305603974
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2006,total,0.8524337719116204
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2006,inside,0.12051403331490307
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2006,outside,0.7319197385967173
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2007,total,7.125897833364915
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2007,inside,1.4213378790541795
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2007,outside,5.704559954310735
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2008,total,4.0796374278598
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2008,inside,0.6403508297846773
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2008,outside,3.439286598075123
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2009,total,5.440577664286065
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2009,inside,1.6558483562184034
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2009,outside,3.784729308067661
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2010,total,1.9329936219482415
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2010,inside,0.6039573661353017
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2010,outside,1.3290362558129398
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2011,total,0.7958236024169917
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2011,inside,0.08756817456988167
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2011,outside,0.70825542784711
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2012,total,2.5975726782243314
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2012,inside,1.1972724649485855
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2012,outside,1.4003002132757458
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2013,total,1.4164218877958417
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2013,inside,0.4876063527329387
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2013,outside,0.928815535062903
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2014,total,4.186057462663482
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2014,inside,2.6639016319132462
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2014,outside,1.5221558307502354
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2015,total,1.1321738231950342
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2015,inside,0.3081057894643747
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2015,outside,0.8240680337306595
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2016,total,2.1731634220540403
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2016,inside,0.8582853959106452
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2016,outside,1.3148780261433952
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2017,total,1.7559304552023516
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2017,inside,0.4903899864075902
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2017,outside,1.2655404687947613
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2018,total,2.1536762656609016
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2018,inside,0.5926818188629752
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2018,outside,1.5609944467979264
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2019,total,0.8150831513911231
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2019,inside,0.16886893949142157
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2019,outside,0.6462142118997015
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2020,total,3.8996714288385044
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2020,inside,1.1309289953558226
64919.60424853926,EAF_11,Ruaha-Rungwa-Kitulo-Kipengere,2020,outside,2.768742433482682
5525.773993823291,EAF_06,Lake Turkana,2001,total,0
5525.773993823291,EAF_06,Lake Turkana,2001,inside,0
5525.773993823291,EAF_06,Lake Turkana,2001,outside,0
5525.773993823291,EAF_06,Lake Turkana,2002,total,0
5525.773993823291,EAF_06,Lake Turkana,2002,inside,0
5525.773993823291,EAF_06,Lake Turkana,2002,outside,0
5525.773993823291,EAF_06,Lake Turkana,2003,total,0
5525.773993823291,EAF_06,Lake Turkana,2003,inside,0
5525.773993823291,EAF_06,Lake Turkana,2003,outside,0
5525.773993823291,EAF_06,Lake Turkana,2004,total,0
5525.773993823291,EAF_06,Lake Turkana,2004,inside,0
5525.773993823291,EAF_06,Lake Turkana,2004,outside,0
5525.773993823291,EAF_06,Lake Turkana,2005,total,0
5525.773993823291,EAF_06,Lake Turkana,2005,inside,0
5525.773993823291,EAF_06,Lake Turkana,2005,outside,0
5525.773993823291,EAF_06,Lake Turkana,2006,total,0
5525.773993823291,EAF_06,Lake Turkana,2006,inside,0
5525.773993823291,EAF_06,Lake Turkana,2006,outside,0
5525.773993823291,EAF_06,Lake Turkana,2007,total,0
5525.773993823291,EAF_06,Lake Turkana,2007,inside,0
5525.773993823291,EAF_06,Lake Turkana,2007,outside,0
5525.773993823291,EAF_06,Lake Turkana,2008,total,0
5525.773993823291,EAF_06,Lake Turkana,2008,inside,0
5525.773993823291,EAF_06,Lake Turkana,2008,outside,0
5525.773993823291,EAF_06,Lake Turkana,2009,total,0
5525.773993823291,EAF_06,Lake Turkana,2009,inside,0
5525.773993823291,EAF_06,Lake Turkana,2009,outside,0
5525.773993823291,EAF_06,Lake Turkana,2010,total,0
5525.773993823291,EAF_06,Lake Turkana,2010,inside,0
5525.773993823291,EAF_06,Lake Turkana,2010,outside,0
5525.773993823291,EAF_06,Lake Turkana,2011,total,0
5525.773993823291,EAF_06,Lake Turkana,2011,inside,0
5525.773993823291,EAF_06,Lake Turkana,2011,outside,0
5525.773993823291,EAF_06,Lake Turkana,2012,total,0
5525.773993823291,EAF_06,Lake Turkana,2012,inside,0
5525.773993823291,EAF_06,Lake Turkana,2012,outside,0
5525.773993823291,EAF_06,Lake Turkana,2013,total,0
5525.773993823291,EAF_06,Lake Turkana,2013,inside,0
5525.773993823291,EAF_06,Lake Turkana,2013,outside,0
5525.773993823291,EAF_06,Lake Turkana,2014,total,0
5525.773993823291,EAF_06,Lake Turkana,2014,inside,0
5525.773993823291,EAF_06,Lake Turkana,2014,outside,0
5525.773993823291,EAF_06,Lake Turkana,2015,total,0
5525.773993823291,EAF_06,Lake Turkana,2015,inside,0
5525.773993823291,EAF_06,Lake Turkana,2015,outside,0
5525.773993823291,EAF_06,Lake Turkana,2016,total,0
5525.773993823291,EAF_06,Lake Turkana,2016,inside,0
5525.773993823291,EAF_06,Lake Turkana,2016,outside,0
5525.773993823291,EAF_06,Lake Turkana,2017,total,0
5525.773993823291,EAF_06,Lake Turkana,2017,inside,0
5525.773993823291,EAF_06,Lake Turkana,2017,outside,0
5525.773993823291,EAF_06,Lake Turkana,2018,total,0
5525.773993823291,EAF_06,Lake Turkana,2018,inside,0
5525.773993823291,EAF_06,Lake Turkana,2018,outside,0
5525.773993823291,EAF_06,Lake Turkana,2019,total,0
5525.773993823291,EAF_06,Lake Turkana,2019,inside,0
5525.773993823291,EAF_06,Lake Turkana,2019,outside,0
5525.773993823291,EAF_06,Lake Turkana,2020,total,0
5525.773993823291,EAF_06,Lake Turkana,2020,inside,0
5525.773993823291,EAF_06,Lake Turkana,2020,outside,0
11707.9920306749,WAF_08,Lion KLC,2001,total,0
11707.9920306749,WAF_08,Lion KLC,2001,inside,0
11707.9920306749,WAF_08,Lion KLC,2001,outside,0
11707.9920306749,WAF_08,Lion KLC,2002,total,0
11707.9920306749,WAF_08,Lion KLC,2002,inside,0
11707.9920306749,WAF_08,Lion KLC,2002,outside,0
11707.9920306749,WAF_08,Lion KLC,2003,total,0
11707.9920306749,WAF_08,Lion KLC,2003,inside,0
11707.9920306749,WAF_08,Lion KLC,2003,outside,0
11707.9920306749,WAF_08,Lion KLC,2004,total,0
11707.9920306749,WAF_08,Lion KLC,2004,inside,0
11707.9920306749,WAF_08,Lion KLC,2004,outside,0
11707.9920306749,WAF_08,Lion KLC,2005,total,0
11707.9920306749,WAF_08,Lion KLC,2005,inside,0
11707.9920306749,WAF_08,Lion KLC,2005,outside,0
11707.9920306749,WAF_08,Lion KLC,2006,total,0
11707.9920306749,WAF_08,Lion KLC,2006,inside,0
11707.9920306749,WAF_08,Lion KLC,2006,outside,0
11707.9920306749,WAF_08,Lion KLC,2007,total,0
11707.9920306749,WAF_08,Lion KLC,2007,inside,0
11707.9920306749,WAF_08,Lion KLC,2007,outside,0
11707.9920306749,WAF_08,Lion KLC,2008,total,0
11707.9920306749,WAF_08,Lion KLC,2008,inside,0
11707.9920306749,WAF_08,Lion KLC,2008,outside,0
11707.9920306749,WAF_08,Lion KLC,2009,total,0
11707.9920306749,WAF_08,Lion KLC,2009,inside,0
11707.9920306749,WAF_08,Lion KLC,2009,outside,0
11707.9920306749,WAF_08,Lion KLC,2010,total,0
11707.9920306749,WAF_08,Lion KLC,2010,inside,0
11707.9920306749,WAF_08,Lion KLC,2010,outside,0
11707.9920306749,WAF_08,Lion KLC,2011,total,0
11707.9920306749,WAF_08,Lion KLC,2011,inside,0
11707.9920306749,WAF_08,Lion KLC,2011,outside,0
11707.9920306749,WAF_08,Lion KLC,2012,total,0
11707.9920306749,WAF_08,Lion KLC,2012,inside,0
11707.9920306749,WAF_08,Lion KLC,2012,outside,0
11707.9920306749,WAF_08,Lion KLC,2013,total,0
11707.9920306749,WAF_08,Lion KLC,2013,inside,0
11707.9920306749,WAF_08,Lion KLC,2013,outside,0
11707.9920306749,WAF_08,Lion KLC,2014,total,0
11707.9920306749,WAF_08,Lion KLC,2014,inside,0
11707.9920306749,WAF_08,Lion KLC,2014,outside,0
11707.9920306749,WAF_08,Lion KLC,2015,total,0
11707.9920306749,WAF_08,Lion KLC,2015,inside,0
11707.9920306749,WAF_08,Lion KLC,2015,outside,0
11707.9920306749,WAF_08,Lion KLC,2016,total,0
11707.9920306749,WAF_08,Lion KLC,2016,inside,0
11707.9920306749,WAF_08,Lion KLC,2016,outside,0
11707.9920306749,WAF_08,Lion KLC,2017,total,0
11707.9920306749,WAF_08,Lion KLC,2017,inside,0
11707.9920306749,WAF_08,Lion KLC,2017,outside,0
11707.9920306749,WAF_08,Lion KLC,2018,total,0
11707.9920306749,WAF_08,Lion KLC,2018,inside,0
11707.9920306749,WAF_08,Lion KLC,2018,outside,0
11707.9920306749,WAF_08,Lion KLC,2019,total,0
11707.9920306749,WAF_08,Lion KLC,2019,inside,0
11707.9920306749,WAF_08,Lion KLC,2019,outside,0
11707.9920306749,WAF_08,Lion KLC,2020,total,0
11707.9920306749,WAF_08,Lion KLC,2020,inside,0
11707.9920306749,WAF_08,Lion KLC,2020,outside,0
7018.690867255681,SAF_18,Mountain Zebra,2001,total,0.012160379089355468
7018.690867255681,SAF_18,Mountain Zebra,2001,inside,0.0030423519897460937
7018.690867255681,SAF_18,Mountain Zebra,2001,outside,0.009118027099609374
7018.690867255681,SAF_18,Mountain Zebra,2002,total,0.002279686462402344
7018.690867255681,SAF_18,Mountain Zebra,2002,inside,7.598279418945313e-4
7018.690867255681,SAF_18,Mountain Zebra,2002,outside,0.0015198585205078124
7018.690867255681,SAF_18,Mountain Zebra,2003,total,0.0015248956298828124
7018.690867255681,SAF_18,Mountain Zebra,2003,inside,0
7018.690867255681,SAF_18,Mountain Zebra,2003,outside,0.0015248956298828124
7018.690867255681,SAF_18,Mountain Zebra,2004,total,0.040973900268554686
7018.690867255681,SAF_18,Mountain Zebra,2004,inside,0.015184924560546873
7018.690867255681,SAF_18,Mountain Zebra,2004,outside,0.02578897570800781
7018.690867255681,SAF_18,Mountain Zebra,2005,total,0.0038075097656249998
7018.690867255681,SAF_18,Mountain Zebra,2005,inside,7.630255126953125e-4
7018.690867255681,SAF_18,Mountain Zebra,2005,outside,0.0030444842529296873
7018.690867255681,SAF_18,Mountain Zebra,2006,total,0.003507730732517616
7018.690867255681,SAF_18,Mountain Zebra,2006,inside,0
7018.690867255681,SAF_18,Mountain Zebra,2006,outside,0.003507730732517616
7018.690867255681,SAF_18,Mountain Zebra,2007,total,0.00759611669921875
7018.690867255681,SAF_18,Mountain Zebra,2007,inside,0.00759611669921875
7018.690867255681,SAF_18,Mountain Zebra,2007,outside,0
7018.690867255681,SAF_18,Mountain Zebra,2008,total,0.0075884458007812496
7018.690867255681,SAF_18,Mountain Zebra,2008,inside,0
7018.690867255681,SAF_18,Mountain Zebra,2008,outside,0.0075884458007812496
7018.690867255681,SAF_18,Mountain Zebra,2009,total,0.02577861639404297
7018.690867255681,SAF_18,Mountain Zebra,2009,inside,0
7018.690867255681,SAF_18,Mountain Zebra,2009,outside,0.02577861639404297
7018.690867255681,SAF_18,Mountain Zebra,2010,total,0.00378937646484375
