area_km2,klc_id,klc_name,year,pa,area_loss
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2004,outside,0.042543738708496086
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2005,total,0.13207397326660153
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2005,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2005,outside,0.13207397326660153
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2006,total,0.11699718835449222
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2006,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2006,outside,0.11699718835449222
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2007,total,0.07268167694091796
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2007,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2007,outside,0.07268167694091796
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2008,total,0.007977381774902344
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2008,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2008,outside,0.007977381774902344
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2009,total,0.10902759216308588
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2009,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2009,outside,0.10902759216308588
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2010,total,0.09217964001464843
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2010,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2010,outside,0.09217964001464843
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2011,total,0.2295808430786133
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2011,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2011,outside,0.2295808430786133
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2012,total,0.1489131585693359
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2012,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2012,outside,0.1489131585693359
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2013,total,0.9776774619750976
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2013,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2013,outside,0.9776774619750976
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2014,total,0.9767736846313464
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2014,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2014,outside,0.9767736846313464
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2015,total,1.1194588622436505
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2015,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2015,outside,1.1194588622436505
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2016,total,0.6053928674926762
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2016,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2016,outside,0.6053928674926762
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2017,total,1.22410518927002
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2017,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2017,outside,1.22410518927002
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2018,total,0.9599388327026357
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2018,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2018,outside,0.9599388327026357
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2019,total,1.4731645248413092
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2019,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2019,outside,1.4731645248413092
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2020,total,0.7436533823242184
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2020,inside,0
1058.174608186376,WAF_20,Sherbro and Turtle Islands,2020,outside,0.7436533823242184
10555.389495829693,SAF_07,Lubombo TFCA,2001,total,2.000945351318365
10555.389495829693,SAF_07,Lubombo TFCA,2001,inside,1.9638241404811536
10555.389495829693,SAF_07,Lubombo TFCA,2001,outside,0.037121210837211205
10555.389495829693,SAF_07,Lubombo TFCA,2002,total,3.725598602087842
10555.389495829693,SAF_07,Lubombo TFCA,2002,inside,3.688995027309961
10555.389495829693,SAF_07,Lubombo TFCA,2002,outside,0.03660357477788079
10555.389495829693,SAF_07,Lubombo TFCA,2003,total,5.003808790855962
10555.389495829693,SAF_07,Lubombo TFCA,2003,inside,4.8802036623302865
10555.389495829693,SAF_07,Lubombo TFCA,2003,outside,0.12360512852567584
10555.389495829693,SAF_07,Lubombo TFCA,2004,total,14.83949030622245
10555.389495829693,SAF_07,Lubombo TFCA,2004,inside,12.848154187345116
10555.389495829693,SAF_07,Lubombo TFCA,2004,outside,1.9913361188773333
10555.389495829693,SAF_07,Lubombo TFCA,2005,total,1.6923498402331787
10555.389495829693,SAF_07,Lubombo TFCA,2005,inside,1.2088061749217318
10555.389495829693,SAF_07,Lubombo TFCA,2005,outside,0.4835436653114469
10555.389495829693,SAF_07,Lubombo TFCA,2006,total,3.0624541975487922
10555.389495829693,SAF_07,Lubombo TFCA,2006,inside,1.967074609343179
10555.389495829693,SAF_07,Lubombo TFCA,2006,outside,1.0953795882056132
10555.389495829693,SAF_07,Lubombo TFCA,2007,total,2.7898775784545906
10555.389495829693,SAF_07,Lubombo TFCA,2007,inside,2.4910346271249812
10555.389495829693,SAF_07,Lubombo TFCA,2007,outside,0.29884295132960936
10555.389495829693,SAF_07,Lubombo TFCA,2008,total,1.1955004209910662
10555.389495829693,SAF_07,Lubombo TFCA,2008,inside,1.1028231433746924
10555.389495829693,SAF_07,Lubombo TFCA,2008,outside,0.09267727761637379
10555.389495829693,SAF_07,Lubombo TFCA,2009,total,2.0139863114746093
10555.389495829693,SAF_07,Lubombo TFCA,2009,inside,1.610899097920017
10555.389495829693,SAF_07,Lubombo TFCA,2009,outside,0.4030872135545922
10555.389495829693,SAF_07,Lubombo TFCA,2010,total,0.9933990965782021
10555.389495829693,SAF_07,Lubombo TFCA,2010,inside,0.857835899355182
10555.389495829693,SAF_07,Lubombo TFCA,2010,outside,0.13556319722302013
10555.389495829693,SAF_07,Lubombo TFCA,2011,total,3.8959250654409376
10555.389495829693,SAF_07,Lubombo TFCA,2011,inside,1.6217609359083016
10555.389495829693,SAF_07,Lubombo TFCA,2011,outside,2.274164129532636
10555.389495829693,SAF_07,Lubombo TFCA,2012,total,1.7085085887058655
10555.389495829693,SAF_07,Lubombo TFCA,2012,inside,1.1669101392637986
10555.389495829693,SAF_07,Lubombo TFCA,2012,outside,0.5415984494420669
10555.389495829693,SAF_07,Lubombo TFCA,2013,total,1.2426222241242053
10555.389495829693,SAF_07,Lubombo TFCA,2013,inside,0.9354476375378177
10555.389495829693,SAF_07,Lubombo TFCA,2013,outside,0.30717458658638763
10555.389495829693,SAF_07,Lubombo TFCA,2014,total,3.223969539236513
10555.389495829693,SAF_07,Lubombo TFCA,2014,inside,2.2467175463472273
10555.389495829693,SAF_07,Lubombo TFCA,2014,outside,0.9772519928892858
10555.389495829693,SAF_07,Lubombo TFCA,2015,total,7.596499889753024
10555.389495829693,SAF_07,Lubombo TFCA,2015,inside,7.237569453400963
10555.389495829693,SAF_07,Lubombo TFCA,2015,outside,0.3589304363520611
10555.389495829693,SAF_07,Lubombo TFCA,2016,total,3.384652171679204
10555.389495829693,SAF_07,Lubombo TFCA,2016,inside,3.098833615043127
10555.389495829693,SAF_07,Lubombo TFCA,2016,outside,0.28581855663607714
10555.389495829693,SAF_07,Lubombo TFCA,2017,total,4.039855077452901
10555.389495829693,SAF_07,Lubombo TFCA,2017,inside,2.3691250885320962
10555.389495829693,SAF_07,Lubombo TFCA,2017,outside,1.670729988920805
10555.389495829693,SAF_07,Lubombo TFCA,2018,total,1.4535151544732767
10555.389495829693,SAF_07,Lubombo TFCA,2018,inside,1.1310070606873734
10555.389495829693,SAF_07,Lubombo TFCA,2018,outside,0.3225080937859033
10555.389495829693,SAF_07,Lubombo TFCA,2019,total,1.714735185997099
10555.389495829693,SAF_07,Lubombo TFCA,2019,inside,1.109800486307541
10555.389495829693,SAF_07,Lubombo TFCA,2019,outside,0.6049346996895579
10555.389495829693,SAF_07,Lubombo TFCA,2020,total,1.5362521479755475
10555.389495829693,SAF_07,Lubombo TFCA,2020,inside,1.1814361786530136
10555.389495829693,SAF_07,Lubombo TFCA,2020,outside,0.3548159693225339
39741.63976247246,CAF_20,Picos and Obo,2001,total,1.0969577664184575
39741.63976247246,CAF_20,Picos and Obo,2001,inside,0.20724113165977326
39741.63976247246,CAF_20,Picos and Obo,2001,outside,0.8897166347586842
39741.63976247246,CAF_20,Picos and Obo,2002,total,3.2500699622802873
39741.63976247246,CAF_20,Picos and Obo,2002,inside,0.06424470483398437
39741.63976247246,CAF_20,Picos and Obo,2002,outside,3.185825257446303
39741.63976247246,CAF_20,Picos and Obo,2003,total,0.7093941099243163
39741.63976247246,CAF_20,Picos and Obo,2003,inside,0.31594412384033194
39741.63976247246,CAF_20,Picos and Obo,2003,outside,0.39344998608398435
39741.63976247246,CAF_20,Picos and Obo,2004,total,0.13650241326904303
39741.63976247246,CAF_20,Picos and Obo,2004,inside,0.012491997741699217
39741.63976247246,CAF_20,Picos and Obo,2004,outside,0.1240104155273438
39741.63976247246,CAF_20,Picos and Obo,2005,total,3.201490209838866
39741.63976247246,CAF_20,Picos and Obo,2005,inside,0.23661735473034423
39741.63976247246,CAF_20,Picos and Obo,2005,outside,2.964872855108522
39741.63976247246,CAF_20,Picos and Obo,2006,total,1.5337242099609383
39741.63976247246,CAF_20,Picos and Obo,2006,inside,0.30695694989013667
39741.63976247246,CAF_20,Picos and Obo,2006,outside,1.2267672600708015
39741.63976247246,CAF_20,Picos and Obo,2007,total,0.002676747985839844
39741.63976247246,CAF_20,Picos and Obo,2007,inside,0.002676747985839844
39741.63976247246,CAF_20,Picos and Obo,2007,outside,0
39741.63976247246,CAF_20,Picos and Obo,2008,total,0.41395797534179657
39741.63976247246,CAF_20,Picos and Obo,2008,inside,0.06424279943847658
39741.63976247246,CAF_20,Picos and Obo,2008,outside,0.34971517590332
39741.63976247246,CAF_20,Picos and Obo,2009,total,4.1399701831054925
39741.63976247246,CAF_20,Picos and Obo,2009,inside,0.8051733338611083
39741.63976247246,CAF_20,Picos and Obo,2009,outside,3.334796849244384
39741.63976247246,CAF_20,Picos and Obo,2010,total,16.292954564758077
39741.63976247246,CAF_20,Picos and Obo,2010,inside,2.3047837657705283
39741.63976247246,CAF_20,Picos and Obo,2010,outside,13.988170798987548
39741.63976247246,CAF_20,Picos and Obo,2011,total,2.5944221148681708
39741.63976247246,CAF_20,Picos and Obo,2011,inside,0.4396007475944968
39741.63976247246,CAF_20,Picos and Obo,2011,outside,2.154821367273674
39741.63976247246,CAF_20,Picos and Obo,2012,total,0.11598559063720705
39741.63976247246,CAF_20,Picos and Obo,2012,inside,0.027659495239257814
39741.63976247246,CAF_20,Picos and Obo,2012,outside,0.08832609539794924
39741.63976247246,CAF_20,Picos and Obo,2013,total,2.2975579218749997
39741.63976247246,CAF_20,Picos and Obo,2013,inside,0.6174866248168945
39741.63976247246,CAF_20,Picos and Obo,2013,outside,1.680071297058105
39741.63976247246,CAF_20,Picos and Obo,2014,total,11.674594745544432
39741.63976247246,CAF_20,Picos and Obo,2014,inside,1.4360299947169899
39741.63976247246,CAF_20,Picos and Obo,2014,outside,10.238564750827443
39741.63976247246,CAF_20,Picos and Obo,2015,total,0.3694104755859373
39741.63976247246,CAF_20,Picos and Obo,2015,inside,0.01300749341322955
39741.63976247246,CAF_20,Picos and Obo,2015,outside,0.35640298217270777
39741.63976247246,CAF_20,Picos and Obo,2016,total,1.791520310424807
39741.63976247246,CAF_20,Picos and Obo,2016,inside,0
39741.63976247246,CAF_20,Picos and Obo,2016,outside,1.791520310424807
39741.63976247246,CAF_20,Picos and Obo,2017,total,5.312851463745129
39741.63976247246,CAF_20,Picos and Obo,2017,inside,0.5318878174527042
39741.63976247246,CAF_20,Picos and Obo,2017,outside,4.780963646292425
39741.63976247246,CAF_20,Picos and Obo,2018,total,1.5480575571289077
39741.63976247246,CAF_20,Picos and Obo,2018,inside,0.09398499018411076
39741.63976247246,CAF_20,Picos and Obo,2018,outside,1.454072566944797
39741.63976247246,CAF_20,Picos and Obo,2019,total,2.868514762084963
39741.63976247246,CAF_20,Picos and Obo,2019,inside,0.12643837810776656
39741.63976247246,CAF_20,Picos and Obo,2019,outside,2.742076383977196
39741.63976247246,CAF_20,Picos and Obo,2020,total,1.508714012329102
39741.63976247246,CAF_20,Picos and Obo,2020,inside,0.183805951904297
39741.63976247246,CAF_20,Picos and Obo,2020,outside,1.3249080604248051
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2001,total,4.870868460266114
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2001,inside,2.5467275574764474
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2001,outside,2.3241409027896665
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2002,total,22.993111441902894
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2002,inside,9.926782479709285
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2002,outside,13.066328962193609
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2003,total,4.475435094946769
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2003,inside,2.766840224848968
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2003,outside,1.7085948700978006
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2004,total,10.602237575554103
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2004,inside,6.188753300564159
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2004,outside,4.413484274989944
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2005,total,13.665729894436703
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2005,inside,6.677503193673409
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2005,outside,6.9882267007632946
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2006,total,6.995063872195979
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2006,inside,4.009436792187503
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2006,outside,2.9856270800084754
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2007,total,13.897629655710737
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2007,inside,7.493380510076307
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2007,outside,6.404249145634431
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2008,total,11.241333746121994
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2008,inside,6.324553293966857
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2008,outside,4.916780452155137
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2009,total,27.38148146048292
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2009,inside,15.663008083007561
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2009,outside,11.718473377475359
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2010,total,23.390847493182005
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2010,inside,11.098362000121117
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2010,outside,12.292485493060887
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2011,total,15.931907652303279
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2011,inside,6.572794099284577
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2011,outside,9.359113553018702
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2012,total,12.856360458700978
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2012,inside,5.1720090271130195
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2012,outside,7.684351431587959
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2013,total,64.44626166235618
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2013,inside,29.29536955292201
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2013,outside,35.15089210943417
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2014,total,48.94205736033182
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2014,inside,26.007046423212
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2014,outside,22.935010937119824
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2015,total,42.32043966624734
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2015,inside,22.963091141776296
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2015,outside,19.357348524471043
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2016,total,54.08847350738242
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2016,inside,27.834050460120334
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2016,outside,26.254423047262083
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2017,total,56.91332488628405
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2017,inside,29.071390822305872
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2017,outside,27.84193406397818
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2018,total,51.11352340093836
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2018,inside,27.172384728628366
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2018,outside,23.941138672309997
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2019,total,47.55921780006454
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2019,inside,24.82845526969233
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2019,outside,22.730762530372207
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2020,total,63.149895961348356
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2020,inside,36.08245242635187
32380.887924203504,WAF_14,Rio Cacheu-Bijagos,2020,outside,27.067443534996485
43801.31609337025,EAF_16,Lake Malawi,2001,total,4.221005539464853
43801.31609337025,EAF_16,Lake Malawi,2001,inside,0.6671123076787011
43801.31609337025,EAF_16,Lake Malawi,2001,outside,3.553893231786152
43801.31609337025,EAF_16,Lake Malawi,2002,total,4.599337606797403
43801.31609337025,EAF_16,Lake Malawi,2002,inside,0.8321934542932844
43801.31609337025,EAF_16,Lake Malawi,2002,outside,3.7671441525041183
43801.31609337025,EAF_16,Lake Malawi,2003,total,8.467021935347253
43801.31609337025,EAF_16,Lake Malawi,2003,inside,2.451428982277546
43801.31609337025,EAF_16,Lake Malawi,2003,outside,6.0155929530697065
43801.31609337025,EAF_16,Lake Malawi,2004,total,5.114711968138213
43801.31609337025,EAF_16,Lake Malawi,2004,inside,1.9620598615595786
43801.31609337025,EAF_16,Lake Malawi,2004,outside,3.1526521065786346
43801.31609337025,EAF_16,Lake Malawi,2005,total,7.440639797984879
43801.31609337025,EAF_16,Lake Malawi,2005,inside,1.935632183285224
43801.31609337025,EAF_16,Lake Malawi,2005,outside,5.505007614699656
43801.31609337025,EAF_16,Lake Malawi,2006,total,2.3350295929546294
43801.31609337025,EAF_16,Lake Malawi,2006,inside,0.3867013998867861
43801.31609337025,EAF_16,Lake Malawi,2006,outside,1.9483281930678433
43801.31609337025,EAF_16,Lake Malawi,2007,total,10.723356409370691
43801.31609337025,EAF_16,Lake Malawi,2007,inside,3.2425960184706777
43801.31609337025,EAF_16,Lake Malawi,2007,outside,7.480760390900013
43801.31609337025,EAF_16,Lake Malawi,2008,total,9.297517685965978
43801.31609337025,EAF_16,Lake Malawi,2008,inside,2.209303157274433
43801.31609337025,EAF_16,Lake Malawi,2008,outside,7.0882145286915454
43801.31609337025,EAF_16,Lake Malawi,2009,total,8.947749190101055
43801.31609337025,EAF_16,Lake Malawi,2009,inside,2.7388723336928416
43801.31609337025,EAF_16,Lake Malawi,2009,outside,6.208876856408214
43801.31609337025,EAF_16,Lake Malawi,2010,total,6.639383802912693
43801.31609337025,EAF_16,Lake Malawi,2010,inside,2.004151884414972
43801.31609337025,EAF_16,Lake Malawi,2010,outside,4.6352319184977215
43801.31609337025,EAF_16,Lake Malawi,2011,total,7.455081355649465
43801.31609337025,EAF_16,Lake Malawi,2011,inside,2.1598877563701553
43801.31609337025,EAF_16,Lake Malawi,2011,outside,5.29519359927931
43801.31609337025,EAF_16,Lake Malawi,2012,total,7.216233141300214
43801.31609337025,EAF_16,Lake Malawi,2012,inside,2.531332162873631
43801.31609337025,EAF_16,Lake Malawi,2012,outside,4.684900978426583
43801.31609337025,EAF_16,Lake Malawi,2013,total,11.375433939815998
43801.31609337025,EAF_16,Lake Malawi,2013,inside,4.611578948226399
43801.31609337025,EAF_16,Lake Malawi,2013,outside,6.763854991589599
43801.31609337025,EAF_16,Lake Malawi,2014,total,11.710204772559782
43801.31609337025,EAF_16,Lake Malawi,2014,inside,4.005976156015432
43801.31609337025,EAF_16,Lake Malawi,2014,outside,7.70422861654435
43801.31609337025,EAF_16,Lake Malawi,2015,total,10.22978783366724
43801.31609337025,EAF_16,Lake Malawi,2015,inside,3.3116608306693345
43801.31609337025,EAF_16,Lake Malawi,2015,outside,6.918127002997906
43801.31609337025,EAF_16,Lake Malawi,2016,total,16.60272964959262
43801.31609337025,EAF_16,Lake Malawi,2016,inside,5.743349825127582
43801.31609337025,EAF_16,Lake Malawi,2016,outside,10.85937982446504
43801.31609337025,EAF_16,Lake Malawi,2017,total,16.742300025011
43801.31609337025,EAF_16,Lake Malawi,2017,inside,6.280889887003102
43801.31609337025,EAF_16,Lake Malawi,2017,outside,10.4614101380079
43801.31609337025,EAF_16,Lake Malawi,2018,total,10.75016121331811
43801.31609337025,EAF_16,Lake Malawi,2018,inside,4.465885978691789
43801.31609337025,EAF_16,Lake Malawi,2018,outside,6.284275234626321
43801.31609337025,EAF_16,Lake Malawi,2019,total,10.50083123090318
43801.31609337025,EAF_16,Lake Malawi,2019,inside,4.286352843836649
43801.31609337025,EAF_16,Lake Malawi,2019,outside,6.214478387066531
43801.31609337025,EAF_16,Lake Malawi,2020,total,15.988174196249817
43801.31609337025,EAF_16,Lake Malawi,2020,inside,6.351326296947058
43801.31609337025,EAF_16,Lake Malawi,2020,outside,9.636847899302758
67973.3958878608,SAF_12,Iona-Skeleton coast,2001,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2001,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2001,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2002,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2002,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2002,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2003,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2003,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2003,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2004,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2004,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2004,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2005,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2005,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2005,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2006,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2006,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2006,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2007,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2007,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2007,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2008,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2008,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2008,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2009,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2009,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2009,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2010,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2010,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2010,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2011,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2011,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2011,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2012,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2012,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2012,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2013,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2013,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2013,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2014,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2014,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2014,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2015,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2015,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2015,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2016,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2016,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2016,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2017,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2017,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2017,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2018,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2018,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2018,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2019,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2019,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2019,outside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2020,total,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2020,inside,0
67973.3958878608,SAF_12,Iona-Skeleton coast,2020,outside,0
6508.771883720309,EAF_05,Simien Mountains,2001,total,0
6508.771883720309,EAF_05,Simien Mountains,2001,inside,0
6508.771883720309,EAF_05,Simien Mountains,2001,outside,0
6508.771883720309,EAF_05,Simien Mountains,2002,total,0
6508.771883720309,EAF_05,Simien Mountains,2002,inside,0
6508.771883720309,EAF_05,Simien Mountains,2002,outside,0
6508.771883720309,EAF_05,Simien Mountains,2003,total,0
6508.771883720309,EAF_05,Simien Mountains,2003,inside,0
6508.771883720309,EAF_05,Simien Mountains,2003,outside,0
6508.771883720309,EAF_05,Simien Mountains,2004,total,0
6508.771883720309,EAF_05,Simien Mountains,2004,inside,0
6508.771883720309,EAF_05,Simien Mountains,2004,outside,0
6508.771883720309,EAF_05,Simien Mountains,2005,total,0
6508.771883720309,EAF_05,Simien Mountains,2005,inside,0
6508.771883720309,EAF_05,Simien Mountains,2005,outside,0
6508.771883720309,EAF_05,Simien Mountains,2006,total,0
6508.771883720309,EAF_05,Simien Mountains,2006,inside,0
6508.771883720309,EAF_05,Simien Mountains,2006,outside,0
6508.771883720309,EAF_05,Simien Mountains,2007,total,8.707991333007812e-4
6508.771883720309,EAF_05,Simien Mountains,2007,inside,8.707991333007812e-4
6508.771883720309,EAF_05,Simien Mountains,2007,outside,0
6508.771883720309,EAF_05,Simien Mountains,2008,total,8.706862182617188e-4
6508.771883720309,EAF_05,Simien Mountains,2008,inside,8.706862182617188e-4
6508.771883720309,EAF_05,Simien Mountains,2008,outside,0
6508.771883720309,EAF_05,Simien Mountains,2009,total,0
